Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Industry,MarketCap,Revenue,Year,CompanyID,ESG_Overall,GrowthRate
2019-01-02 00:00:00-05:00,36.81855647461749,37.75988084293644,36.66166847537554,37.53881072998047,148158800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,74.82252211070085,
2019-01-03 00:00:00-05:00,34.225166520409374,34.63877937995314,33.75450611274441,33.7996711730957,365248800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,63.1308461411817,
2019-01-04 00:00:00-05:00,34.35590471835777,35.311490997459316,34.18237905675144,35.2425537109375,234428400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,48.58312219512457,
2019-01-07 00:00:00-05:00,35.34714427278899,35.378047443221064,34.68156179890917,35.16410827636719,219111200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,49.31289382227749,
2019-01-08 00:00:00-05:00,35.55158448343476,36.08880653095804,35.30436992220377,35.83445739746094,164101200,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.48909117761815,
2019-01-09 00:00:00-05:00,35.96281848406448,36.732993212129,35.568226215682564,36.442989349365234,180396400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,54.2374995233823,
2019-01-10 00:00:00-05:00,36.250442609046516,36.599873395186364,35.860601928696866,36.55946350097656,143122800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,68.7448109506121,
2019-01-11 00:00:00-05:00,36.34078140996367,36.53569998306632,36.01511915190114,36.200531005859375,108092800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,61.39513135993279,
2019-01-14 00:00:00-05:00,35.85822297159505,35.95805981203487,35.470758098093015,35.65616989135742,129756800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,42.73829766095737,
2019-01-15 00:00:00-05:00,35.720361623969346,36.46200899658063,35.668065603886845,36.38594436645508,114843600,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,59.72080060935637,
2019-01-16 00:00:00-05:00,36.3883190228914,37.053901744956434,36.36930195915994,36.8304557800293,122278800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,76.3582607314497,
2019-01-17 00:00:00-05:00,36.65453753075409,37.47700801363403,36.431091645868044,37.04913330078125,119284800,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,58.72194197550617,
2019-01-18 00:00:00-05:00,37.43897567136917,37.52930578922707,37.07765882707049,37.27733612060547,135004000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,48.166551008337414,
2019-01-22 00:00:00-05:00,37.17988432442107,37.25594894751966,36.278969574791795,36.44061279296875,121576000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,50.258760176822975,
2019-01-23 00:00:00-05:00,36.64266159399864,36.87799365821248,36.0602781192315,36.587989807128906,92522400,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,44.85506026865711,
2019-01-24 00:00:00-05:00,36.633161689049025,36.72111244434335,36.06979517171508,36.29799270629883,101766000,0.0,0.0,AAPL,Consumer Electronics,3645326229504,416161005568,2019,AAPL,50.78172991971427,
